,concept_from_alex_street,phrase_code
15124,unemployed men,3
16918,unemployed women,3
8186,unemployment,4
14050,unemployment benefits,5
21004,unemployment committee,5
19545,unemployment due,5
14729,unemployment insurance,5
18871,unemployment problem,5
24066,unemployment reserves,5
21044,unemployment situation,4
15068,unenforcable,4
26540,unequal nationality convention,5
25146,unequal nationality rights,5
19000,unequal pay,4
18508,unfavorable report,5
24324,unguarded machinery,4
23102,unhappy conditions,4
21604,uniform legislation,5
21995,uniform marriage,4
17719,uniform standards,5
25951,unimportant disabilities,4
910,union,5
23883,union femenina,1
14382,union seminary,6
14752,union theological seminary,6
11749,unionized,5
16027,unit system,5
15552,united campaign,5
17088,united effort,5
16629,united free church,6
21756,united states brewers association,4
17458,united states civil service,5
18635,united states civil service commission,2
20293,united states customs court,4
15958,united states delegates,2
21805,united states employment service,5
23313,united states fuel administration,4
25514,united states hygienic laboratories,4
15298,united states laws,5
16119,united states patent office,4
17571,united states pharmacopoeia,4
23961,united states plenipotentiaries,4
15596,united states public health service,5
20876,united states womens bureau,2
16388,united synagogue,6
24428,united womens associations,1
14942,unity among,5
16241,universal peace,5
14757,university committee,5
14837,university faculties,5
13470,university medical school,5
13542,university women,3
21540,unlimited hours,4
18200,unmarried mothers,3
22339,unmarried teacher,4
14902,unmarried women,4
22885,unmitigated evil,4
19067,unorganized women,4
17772,unorganized workers,3
18281,unpaid labor,4
24078,unqualified protest,5
14262,unsanitary conditions,4
22395,unseasonable hours,4
20952,unselfish devotion,5
20722,unselfish service,4
25836,unskilled processes,4
26592,unspeakable barbarism,4
22094,unsuitable work,4
17699,untiring worker,5
15394,unwomanly,4
25471,unworthy prejudice,4
16445,unwritten law,5
22748,uplift movements,5
22976,upper income groups,4
19716,upright character,5
26441,used without proper study,4
22957,uzbek republics,4
18476,vacation days,5
18699,vacation schools,5
16736,vacation time,5
13635,vacuum cleaner,5
20545,vagrancy laws,5
16257,valuable work,5
14132,vanishing point,5
16569,vaporings,5
21707,various fraternities,4
15245,various laws,5
17048,various occupations,5
15038,vegetable garden,5
16155,vegetable gardens,5
16541,velocipede,4
14216,venereal disease,4
14214,venereal diseases,4
14923,ventilating system,5
15716,vested interest,5
19133,vested right,5
25748,veteran bayard taylor,1
23368,vicinity federation,4
3710,victim,4
24360,victoria claflin woodhull martin,1
22812,vilma glucklich,1
18238,virginia branch,2
21660,virginia federation,2
22970,virginia industrial school,6
20717,virginia normal,2
24359,virginia state branch,2
23339,virginia state federation,2
23494,visiting strangers,4
24144,visits per patient,4
166,vocation,4
17445,vocational rehabilitation,5
20859,vocational work,5
20439,voice culture,5
3964,voices,5
17567,volstead act,5
17021,voluntary action,5
23567,voluntary clause,5
14118,voluntary service,5
24131,voluntary treason,4
16319,volunteer effort,5
23943,volunteer welfare worker,5
17929,volunteer workers,5
939,vote,5
15524,voted upon,5
7662,voter,5
13977,voting age,5
20419,voting body,5
20532,voting lists,5
16076,voting power,5
21432,voting purposes,5
19719,voting strength,5
20100,voting women,3
25182,wage award system,4
16117,wage board,5
21273,wage boards,5
20052,wage check,5
19609,wage commission,5
19089,wage committee,5
21326,wage committees,5
18970,wage contract,5
19344,wage division,5
15013,wage earner,5
15374,wage earners,3
16604,wage law,5
18806,wage levels,5
20816,wage question,4
16237,wage rates,5
19166,wage scale,5
20451,wage standards,5
23811,wageearner,3
25751,wageearning men,3
24807,wageearning wives,3
25482,wageearning woman,3
25143,wageearning women,3
16665,wages paid,5
22019,waitresses union,5
22737,wald bill,5
24415,waldorf market,4
23059,walk erect,5
23418,want equal rights,5
211,war,4
22839,war cabinet committee,4
22543,war camp community service,5
22087,war department officials,4
16164,war industries,4
19595,war jobs,4
25987,war labor bureau,4
20368,war manpower commission,5
15939,war materials,5
15478,war measure,5
15914,war nurses,5
16065,war organizations,4
15535,war relief,5
22518,war service committee,5
16975,ward museum,5
17184,wartime work,5
19763,wash room,4
18605,washing facilities,5
16191,washing hands,5
15497,washing machines,5
14227,washington bureau,2
22027,washington conservatory,6
17230,washington convention,5
17143,washington headquarters,2
16052,washington herald,2
18380,washington league,2
19831,washington newspapers,2
26692,washington permanent headquarters,2
19242,washington public schools,4
22872,washington state branch,2
22781,waterville sentinel,2
20082,wayward girls,4
18315,weaker sex,4
16879,wear gloves,5
19207,wearing apparel,5
15009,weaving room,5
19132,weekly hours,5
14321,weekly journal,2
15505,weekly meetings,2
20415,weekly sentinel,2
16472,weekly wages,5
23062,weeks overtime,5
5900,welfare,5
17681,welfare groups,5
18125,welfare legislation,5
19097,welfare measure,5
13370,welfare work,4
18051,welfare workers,4
14007,well dressed,5
25123,wellordered factory,5
23152,wellpaid work,5
16722,western women,3
19238,whaling expedition,4
23372,wheatley hospital,5
26182,whiskey labeling resolutions,5
10520,white american,3
21330,white baptist church,6
25795,white chambermaidwaitresses,4
15196,white children,3
24628,white children first,4
19962,white christians,3
16182,white citizens,4
19001,white clerk,4
24432,white domestic workers,3
19703,white folk,3
18290,white folks,3
14915,white girl,3
16701,white girls,3
16469,white house conference,4
15315,white house washington,4
18744,white labor,4
17970,white leaders,3
26190,white list candy,4
20583,white lists,4
25766,white male domestic workers,3
25326,white mans prejudice,4
20202,white mothers,4
18148,white passengers,4
23266,white pulpit,3
16508,white races,3
22806,white rock baptist church,6
22767,white rose home,5
23220,white rose mission,5
16138,white schools,4
22679,white secretaries,4
19011,white servants,4
22966,white slave trader,4
19854,white slave traffic,4
16492,white soldier,3
17133,white soldiers,4
23635,white womens clubs,1
15167,white workers,3
24702,whitecollar jobs,4
13251,whiteness,4
7833,whites,3
21238,whittier centre,2
16349,whole industry,5
24206,wholehearted aid,5
25113,wholesale bakers association,5
15150,wholesale market,4
24223,wholesome condition,5
5544,widow,3
18378,widows pensions,5
16064,widows right,5
24287,wife house bill,5
13890,wife working,5
19324,wifehood,4
22782,wifes earnings,4
20894,wifes income,5
21797,wifes interest,5
14928,wifes name,5
24822,wifes ownership,5
20606,wifes right,5
21885,wifes rights,5
22656,wifes salary,5
23384,wifes services,4
21149,wilberforce college,6
17179,wilberforce university,6
16640,wild women,4
24188,william alphaeus hunton,1
20294,williams act,5
25303,williams lloyd garrison,1
22929,willie layten,1
26183,willing workers club,1
16743,windows open,5
20813,wisconsin branch,2
19769,wisconsin policy,4
26323,wisconsin quota consumers league,1
24838,wisconsin state branch,2
23254,wisconsin state federation,2
978,witch,4
14485,without prejudice,5
23290,without thorough investigation,5
3846,woke,4
16242,woman artist,3
21550,woman barristers,3
24268,woman beethoven,5
18020,woman captain,4
24388,woman cashier,3
19332,woman chairman,2
18802,woman chooses,5
14662,woman citizen,5
15801,woman citizens,3
20575,woman delegate,5
16458,woman doctor,3
24196,woman factory worker,4
14796,woman governor,5
22661,woman intern,3
21076,woman inventor,5
22040,woman juror,5
24708,woman juror bill,5
16985,woman lawyer,3
24187,woman litigant,4
15620,woman member,5
17118,woman movement,5
20087,woman organizer,5
24282,woman pathologist,5
24049,woman patriot publishing company,2
16790,woman physician,5
13675,woman president,5
16103,woman question,5
14714,woman republican,5
23072,woman school teacher,3
22764,woman shakespeare,5
20414,woman striker,5
18879,woman student,3
13568,woman suffrage,5
17980,woman suffrage movement,5
17881,woman teacher,4
24181,woman wage earner,4
20930,woman workers,3
22644,womans amendment,5
20111,womans auxiliary,5
22858,womans bar association,1
20571,womans bill,5
19701,womans board,5
15034,womans body,4
22517,womans bureau,5
25484,womans bureau report,5
22253,womans cause,5
26162,womans city council,2
13919,womans college,5
18791,womans committee,5
26348,womans consultative committee,5
19900,womans convention,5
24645,womans convention auxiliary,2
19235,womans division,5
22084,womans emancipation,5
24267,womans equal rights amendment,5
19813,womans era,2
20628,womans freedom,5
22836,womans freedom league,1
22750,womans improvement club,1
23875,womans instinct,5
24400,womans international league,1
15355,womans journal,2
22266,womans labor,5
25214,womans legislative council,5
23332,womans liberty,5
24171,womans loyal union,1
17858,womans medical college,5
22785,womans medical school,5
23195,womans missionary council,1
15952,womans movement,5
23416,womans national loyal league,1
23548,womans nationality,4
19496,womans page,5
23307,womans parliament,5
24286,womans party bill,5
25200,womans party bills,5
23391,womans party campaign,5
25711,womans party candidates,2
26364,womans party committee,2
23977,womans party delegates,2
24718,womans party delegation,2
23821,womans party headquarters,2
24504,womans party leaders,5
22843,womans party members,5
24989,womans party program,2
24993,womans party speakers,2
26241,womans partys program,2
25518,womans partys work,2
23916,womans pavilion,5
25714,womans peace union,1
24221,womans physical structure,4
15721,womans place,4
24033,womans progressive club,1
14922,womans right,5
14663,womans rights,5
19864,womans rights movement,5
19644,womans society,5
26513,womans subjection,4
15945,womans suffrage,5
26700,womans ten hour law,5
21739,womans theatre,5
23027,womans trade union league,1
20033,womans vote,5
17249,womans weekly,2
15070,womans work,5
20416,women address,5
17623,women appointed,5
18513,women bill,5
16462,women candidates,5
19649,women citizens,3
20171,women civil servants,5
21142,women clerks,3
22632,women college graduates,3
21900,women college students,3
24180,women complete equality,5
17321,women composing,5
18670,women cooks,3
21307,women coremakers,3
19750,women correspondents,3
21339,women customers,4
22409,women defendant,4
19741,women delegates,5
15139,women doctors,3
18851,women drivers,3
14773,women educators,5
23080,women elevator operators,3
16309,women employed,5
18465,women employees,3
15687,women employes,3
26558,women employing industries,4
17084,women engaged,3
14274,women engineers,3
15423,women equal,5
23910,women equal guardianship,5
18632,women equal rights,5
17931,women equally,5
18585,women farmers,3
24556,women gainfully employed,5
25438,women government clerks,3
15865,women graduates,3
25530,women house painters,4
19731,women inmates,3
21431,women internationally,4
23202,women interns,4
25024,women job holders,3
21988,women jockeys,3
13606,women judges,5
21165,women jurors,3
25557,women jurors bill,5
24370,women laundry workers,4
19258,women lawyers association,5
14021,women leaders,5
21596,women lecturers,3
26301,women made candles,5
22117,women magistrates,5
18577,women managers,3
18614,women marched,5
24008,women medical officers,4
21152,women medical students,3
17760,women ministers,3
20104,women offenders,3
21300,women pharmacists,3
13532,women physicians,3
25542,women plenipotentiaries,4
15926,women police,3
21214,women principals,5
25066,women propertyowners,3
21277,women realtors,3
16726,women records,5
22922,women replace men,5
14176,women sculptors,3
15163,women serve,5
16302,women serving,5
22939,women sheriffs,5
23722,women stenographers,4
24489,women street car conductors,3
14639,women students,3
15343,women studied,5
17922,women suffering,4
16422,women suffrage,5
16822,women teachers,3
22909,women telephone operators,3
16348,women today,5
25139,women underbid men,4
19749,women undergraduates,3
18259,women veterans,3
18044,women voting,5
23020,women wage earners,3
25076,women wageearners,3
16495,women wanted,4
14619,women worked,5
13761,women workers,3
13347,women working,5
26661,womenonjuries bill,5
18642,womens activities,5
23617,womens advertising club,1
18074,womens arts,5
20429,womens bar association,5
23913,womens bloc,5
16130,womens bodies,5
18631,womens bureau,5
24617,womens clubs bulletin,2
18958,womens college university,99
14735,womens committee,5
22719,womens consultative committee,5
25165,womens convention auxiliary,2
19096,womens dresses,4
13541,womens education,5
22647,womens eligibility,4
17501,womens employment,5
22993,womens enfranchisement association,1
25962,womens equal rights bill,5
24170,womens era club,1
22010,womens exchange,5
24670,womens franchise union,1
16920,womens freedom,5
19388,womens front,5
20074,womens garments,4
11762,womens health,4
20964,womens industrial,4
26404,womens industrial organizations,5
17463,womens interests,5
23244,womens international organizations,5
22670,womens joint congresional committee,1
22686,womens joint congressional committee,1
24408,womens joint legislative committee,5
23182,womens labor union,1
9440,womens league,1
24182,womens missionary council,5
23653,womens morals,5
11316,womens movement,5
11314,womens movements,5
21175,womens nationality,5
24339,womens nationality rights,5
24409,womens nightwork,4
25686,womens nonpartisan clubs,1
21364,womens parliament,5
15023,womens participation,5
15694,womens place,5
14062,womens prisons,4
23458,womens professional relations,5
23351,womens resolution,5
9359,womens rights,5
14189,womens section,5
20122,womens sections,5
15557,womens service,4
15417,womens side,5
19919,womens skirts,4
17182,womens societies,5
11074,womens suffrage,5
19913,womens town,5
18490,womens trade union,99
18474,womens vote,5
17897,womens wages,5
22925,womens weakness,4
12833,womens work,5
19391,womens working,5
20799,wool institute,4
21582,worcester league,2
19086,word campaign,5
24243,work among colored girls,4
25914,work among colored men,5
25880,work among colored women,5
18525,work assigned,5
17113,work assignment,5
13527,work hours,4
16950,work nights,5
17505,work overtime,5
16145,work relief,5
15763,work room,4
21341,worker section,4
23221,workers birth control group,1
21909,workers contributions,4
19363,working boys,3
15555,working children,3
11143,working conditions,4
13518,working day,4
21834,working efficiency,5
22969,working gangs,4
15328,working girl,4
16333,working girls,3
12851,working hours,5
13523,working man,3
23298,working modestly,5
17791,working overtime,5
24445,working unreasonably long hours,4
16281,working week,5
15562,working woman,5
13249,working women,5
16713,workmens compensation,5
22845,workmens compensation bill,5
21613,workmens compensation law,5
23133,workmens compensation laws,5
15166,world action,5
25851,world christian service,5
24825,world codification conference,5
14307,world convention,2
15144,world court,5
26373,world court adherence,5
24678,world court resolution,5
16417,world empire,4
16278,world law,5
13615,world union,5
15371,world war started,4
20798,worlds conference,5
24192,worlds student christian federation conference,1
20997,worldwide equality,5
21733,worst evils,5
19682,worthy citizen,5
22727,wrapping employees,4
22600,wrapping room,5
23124,wrights academy,6
14891,write stories,5
23327,wrongful injury,4
16263,yale divinity school,6
21675,yates branch,2
21216,yeast cake,4
16583,yeast cakes,4
20707,yellow dog contract,5
22823,yeomanettes,3
20863,ymca work,5
24118,young colored man,3
23041,young colored men,3
23624,young colored woman,3
13790,young ladies,3
22620,young mens christian association,1
25920,young mens christian association movement,5
23769,young mens christian associations,1
24614,young negro women,3
22366,young peoples department,5
23398,young peoples organizations,5
21928,young peoples work,4
15022,young poet,5
24150,young suffragists,5
15368,young teacher,4
18948,young womanhood,5
23988,young womans club,1
25089,young womans council,5
23188,young women workers,3
14402,young womens,99
23010,young womens christian associations,1
24022,young womens council,1
23579,young womens league,1
15697,young workers,3
22472,younger feminists,3
15431,younger women,3
1774,youths,4
23053,zonta clubs,1
19492,zuni indians,3
