,concept_from_alex_street,alternative_phrase,phrase_code
4527,senatorial delegates,,2
4528,senators shipstead,,4
4529,sending letters,,5
4530,seneca county courier,,2
4531,seneca falls,,2
4532,seneca falls conference,,2
4533,seneca falls convention,,2
4534,seneca falls meeting,,2
4535,senior girls,,3
4536,seniority rights,,5
4537,separate branches,,5
4538,separate domicile,,5
4539,separate electorates,,4
4540,separate estate,,5
4541,separate existence,,5
4542,separate income,,5
4543,separate jobs,,4
4544,separate organization,,5
4545,separate organizations,,5
4546,separate property,,5
4547,separatecoach law,separate-coach law,5
4548,serious handicap,,5
4549,servant women,,3
4550,servantgirl,servant-girl,4
4551,service act,,5
4552,service club,,5
4553,service rendered,,4
4554,services free,,5
4555,services rendered,,4
4556,servile subordination,servile sub-ordination,4
4557,setting minimum rates,,5
4558,settled right,,5
4559,settlement house,,5
4560,seventh councilmanic district,,2
4561,seventh pan american conference,,5
4562,seventh panamerican conference,seventh pan-american conference,5
4563,severe illness,,4
4564,sewing machines,,5
4565,sewing room,,5
4566,sewingmachine,sewing-machine,4
4567,sex antagonism,,5
4568,sex basis,,5
4569,sex discrimination,,4
4570,sex discriminations,,4
4571,sex diseases,,4
4572,sex disqualification removal act,,5
4573,sex equality,,5
4574,sex inequality,,4
4575,sex race,,5
4576,sex race language,,4
4577,sex reading,,5
4578,sexbar,sex-bar,5
4579,sexless law,,5
4580,sexual morality,,5
4581,shadows uplifted,,5
4582,shared equally,,5
4583,shaw university,,6
4584,sheet music saleswomen,sheet music sales-women,3
4585,sheltered woman,,3
4586,sheppardtowner act,sheppard-towner act,5
4587,sheppardtowner law,sheppard-towner law,5
4588,shiloh baptist church,,6
4589,shoddy work,,4
4590,shopping public,,5
4591,short day,,4
4592,short pamphlets,,5
4593,short working day,,5
4594,shortening hours,,5
4595,shorter work day,,5
4596,shorter workday,shorter work-day,5
4597,shorter working day,,5
4598,shorter working hours,,5
4599,shrill voice,,4
4600,shutins,shut-ins,5
4601,siamese women,,3
4602,sick bed,,5
4603,sick woman,,4
4604,signed statement,,5
4605,silk textile manufacturers,,4
4606,silk wool,,4
4607,similar circumstances,,5
4608,similar conditions,,5
4609,simmons college,,6
4610,simple justice,,5
4611,simple life,,5
4612,singing bands,,2
4613,single colored member,,4
4614,single men,,3
4615,single persons,,3
4616,single protest,,5
4617,single standard,,5
4618,single widowed,,4
4619,single women,,3
4620,single women teachers,,4
4621,sinner,,4
4622,sitting room,,5
4623,sixhour day,six-hour day,5
4624,sixth pan american conference,,5
4625,sixth pan american congress,,5
4626,sixth panamerican conference,sixth pan-american conference,5
4627,skilled jobs,,4
4628,skin,,4
4629,slack period,,5
4630,slave children,,3
4631,slave class,,4
4632,slave girl,,4
4633,slave music,,4
4634,slave parents,,4
4635,slave ship,,4
4636,slave state,,4
4637,slave trade,,4
4638,slaveholder,slave-holder,4
4639,slavery,,4
4640,slavery time,,4
4641,sleeping quarters,,5
4642,sleeping sickness victims,,4
4643,sloan president,,4
4644,small society,,5
4645,small town community,,4
4646,soapsuds,,4
4647,socalled protective legislation,so-called protective legislation,5
4648,social agencies,,5
4649,social betterment,,5
4650,social case work,,4
4651,social circle,,5
4652,social circles,,5
4653,social contact,,5
4654,social costs,,5
4655,social disadvantages,,5
4656,social diseases,,4
4657,social effects,,5
4658,social element,,4
4659,social equality,,5
4660,social evil,,4
4661,social evolution,,5
4662,social experience,,5
4663,social hall,,5
4664,social hygiene,,4
4665,social implications,,5
4666,social insurance,,5
4667,social intercourse,,4
4668,social justice,,5
4669,social legislation,,5
4670,social prestige,,5
4671,social progress,,5
4672,social reform,social re-form,5
4673,social revolution,,5
4674,social security act,,5
4675,social service work,,5
4676,social settlement,,5
4677,social side,,5
4678,social status,,5
4679,social structure,,4
4680,social uplift,social up-lift,5
4681,social work,,5
4682,socialist movement,,5
4683,socialist party,,1
4684,socialist women,,3
4685,soda fountains,,4
4686,soft coal fields,,4
4687,soft slur,,4
4688,sojourner truth club,so-journer truth club,1
4689,sojourner truth home,so-journer truth home,1
4690,sole ground,,5
4691,sole wageearner,sole wage-earner,4
4692,solicitation laws,,5
4693,solicitors office,,2
4694,solidarity,,5
4695,son mr e c wright,,1
4696,sordid crowded rooms,,4
4697,soroptimist clubs,,1
4698,sorority life,,4
4699,soumay tcheng,,1
4700,sound economic basis,,5
4701,sound feminism,,5
4702,south atlantic field committee,,2
4703,south carolina branch,,2
4704,south carolina cotton manufacturers association,,4
4705,south carolina volunteers,,2
4706,southeastern federation,south-eastern federation,2
4707,southeastern pennsylvania division,south-eastern pennsylvania division,2
4708,southern banking company,,4
4709,southern california council,,2
4710,southern church,,4
4711,southern cities,,5
4712,southern city,,4
4713,southern council,,2
4714,southern district california federation,,2
4715,southern federation,,2
4716,southern life,,4
4717,southern manufacturer,,4
4718,southern negro,,3
4719,southern outrages,,4
4720,southern people,,3
4721,southern planter,,4
4722,southern prejudice,,4
4723,southern standpoint,,4
4724,southern textile bulletin,,2
4725,southern textile mills,,4
4726,southern white women,,3
4727,southern whites,,3
4728,southern women,,3
4729,southern workers,,3
4730,southern workman,,3
4731,spanish law,,5
4732,spanish woman,,3
4733,spanish women,,3
4734,speakeasies,,4
4735,speaker pro tempore,,2
4736,special classes,,5
4737,special codes,,5
4738,special industrial legislation,,5
4739,special labor laws,,5
4740,special labor legislation,,5
4741,special laws,,5
4742,special legislation,,5
4743,special meeting,,2
4744,special party,,5
4745,special privileges,,5
4746,special protection,,5
4747,special protections,,5
4748,special protective legislation,,5
4749,special regulations,,5
4750,special restrictive labor laws,,5
4751,special restrictive legislation,,5
4752,special rights,,5
4753,special schools,,5
4754,special supervisors,,5
4755,special train,,5
4756,specific jury enactments,,5
4757,specific legislation,,5
4758,specific occupations,,4
4759,specific work,,5
4760,spelman seminary,,6
4761,spinning department,,4
4762,spinning room,,4
4763,spiritual development,,5
4764,spiritual leaders,,5
4765,spiritual makeup,spiritual make-up,5
4766,spiritual ministry,,5
4767,spiritual uplift,spiritual up-lift,5
4768,spiritual welfare,,5
4769,spiritual worth,,5
4770,spirituous liquors,,4
4771,splendid modern woman,,5
4772,splendid school,,5
4773,springfield riot,spring-field riot,4
4774,st elizabeths hospital,,6
4775,st huberts chapel,,6
4776,st paul committee,,2
4777,st paul convention,,5
4778,st paul seminary,,6
4779,st pauls memorial church,,6
4780,st thomas church,,6
4781,stabilize employment,,5
4782,stabilize industry,,5
4783,stand together,,5
4784,standard bearer,,5
4785,standard bill,,5
4786,standard rates,,5
4787,standards committee,,5
4788,standing committees,,2
4789,standing joint committee,,2
4790,stanton hunton,,1
4791,starvation wages,,4
4792,state action,,5
4793,state administrative agency,,2
4794,state affairs committee,,5
4795,state authority,,2
4796,state banking department,,4
4797,state board women,,2
4798,state boards,,4
4799,state bodies,,2
4800,state branches,,2
4801,state central committee,,2
4802,state chairman,state chair-man,2
4803,state chairmen,,2
4804,state civil service commission,,2
4805,state clinic,,2
4806,state committees,,2
4807,state committeewomen,,2
4808,state consumers league,,2
4809,state consumers leagues,,2
4810,state cotton,,4
4811,state court decision,,5
4812,state employment bureau,,5
4813,state equal rights legislation,,5
4814,state equalizing bills,,5
4815,state factory inspector,,5
4816,state factory investigation commission,,5
4817,state fairs,,4
4818,state farm agent,,4
4819,state federation,,2
4820,state federations,,2
4821,state industrial commission,,2
4822,state industrial inspection department,,5
4823,state industrial standards committee,,5
4824,state industrial standards committees,,5
4825,state inspectors,,5
4826,state labor department,,2
4827,state labor departments,,5
4828,state labor inspector,,5
4829,state labor law,,5
4830,state leagues,,2
4831,state legislation,,2
4832,state legislative authority,,5
4833,state liquor control bill,,5
4834,state matter,,5
4835,state minimum wage,,5
4836,state normal school,,6
4837,state organization,,2
4838,state organizations,,2
4839,state organizer,,2
4840,state personal service chairman,state personal service chair-man,5
4841,state regulation,,5
4842,state rights,,5
4843,state secretaries,,2
4844,state secretary kelley,,2
4845,state statutes,,5
4846,state superintendent,state super-intendent,2
4847,state supervisor,,2
4848,state teachers welfare league,,1
4849,state ticket,,5
4850,state welfare commission,,5
4851,states attorneys association,,2
4852,states rights sentinel,,5
4853,statesmanship,,5
4854,station employees,,4
4855,stationary engine,,4
4856,statistical tables,,5
4857,statistics collected,,5
4858,status,,4
4859,statute book,,5
4860,statute prohibiting,,5
4861,statutory law,,5
4862,steadily employed,,5
4863,steady employment,,5
4864,steady growth,,5
4865,steam laundry,,4
4866,steamship clerks freight handlers express,,4
4867,stenographic report,,5
4868,sterling relief association,,5
4869,stock room employees,,4
4870,stock situation,,4
4871,storrs school,,5
4872,storrs schoolhouse,storrs school-house,2
4873,story hour,,5
4874,straightness,,5
4875,stratosphere flight,,4
4876,street car employes union,,5
4877,street cars,,4
4878,street cleaners,,4
4879,street high school,,6
4880,street oar service,,5
4881,street trades,,4
4882,strict adherence,,5
4883,strike breakers,,4
4884,strong central government,,5
4885,strong character,,5
4886,strong drink,,4
4887,strongminded woman,strong-minded woman,4
4888,struggle,,5
4889,student colored work,,5
4890,student committee,,5
4891,student conference,,5
4892,student department,,5
4893,student loan fund,,5
4894,student officers corps,,5
4895,student policy,,5
4896,student volunteer convention,,5
4897,student volunteer movement,,5
4898,student work,,5
4899,students council,,5
4900,study club,,5
4901,study groups,,5
4902,subhuman species,sub-human species,4
4903,subject unemployment,,4
4904,subsistence level,,4
4905,suffrage amendment,,5
4906,suffrage bill,,5
4907,suffrage campaign,,5
4908,suffrage convention,,5
4909,suffrage day,,5
4910,suffrage meeting,,2
4911,suffrage movement,,5
4912,suffrage parade,,5
4913,suffrage states,,4
4914,suffrage victory,,5
4915,suffrage work,,5
4916,suffragette movement,,5
4917,suffragist,,2
4918,suffragist movement,,5
4919,suffragists,,5
4920,sultans government,,4
4921,sunday journal,,2
4922,sunday papers,,5
4923,sundayschool class,sunday-school class,5
4924,sundry items,,4
4925,sunshiners,,4
4926,superior class,,4
4927,superior fitness,,5
4928,superior physical strength,,4
4929,superior race,,4
4930,superservants,super-servants,4
4931,supervisory committee,,2
4932,supervisory staff,,5
4933,supplementary budget,,5
4934,supplementary legislation,,5
4935,support charity drives,,5
4936,supreme judicial court,,5
4937,supreme law,,5
4938,supreme sacrifice,,5
4939,surface improvement,surface im-provement,5
4940,surgeongeneral,surgeon-general,4
4941,surtax,,5
4942,surviving spouse,,4
4943,susan b anthony amendment,,5
4944,susan b anthony club,,1
4945,susan b anthony exhibit,,5
4946,susan b anthony foundation,,5
4947,suspend immigration,,5
4948,sutherland decision,,5
4949,sweat shop work,,4
4950,sweat shops,,4
4951,sweating system,,4
4952,sweatshop,sweat-shop,4
4953,sweatshop conditions,sweat-shop conditions,4
4954,sweatshop wages,sweat-shop wages,4
4955,sweatshops,sweat-shops,4
4956,swedish civil service,,5
4957,sweeping prohibition,,5
4958,syracuse board,,2
4959,syracuse branch,,2
4960,syrian woman,,3
4961,systematic bible study,,5
4962,taking possession,,5
4963,tammany hall,,2
4964,tampa urban league,,1
4965,tante louise,,1
4966,tax appeals,,5
4967,tax books,,5
4968,taxation,,4
4969,taxes upon,,5
4970,taxidrivers,taxi-drivers,4
4971,taxpaying women,tax-paying women,3
4972,teachers bill,,5
4973,teachers council,,5
4974,teachers tenure law,,5
4975,teachers v lynching,,5
4976,teaching force,,5
4977,teaching profession,,4
4978,teaching professions,,4
4979,technical advisers,,5
4980,technical improvements,,5
4981,technical schools,,5
4982,technological unemployment,,5
4983,telephone girls,,3
4984,telephone operators,,3
4985,temperance,,5
4986,temple teachers,,3
4987,temporary codes,,5
4988,temporary disabilities,,4
4989,temporary disability,,4
4990,ten acres,,5
4991,ten hour day,,5
4992,ten hour law,,5
4993,ten hours law,,5
4994,ten hours per day,,5
4995,tender age,,4
4996,tenement homes,,5
4997,tenement house,,5
4998,tenement house laws,,5
4999,tenement houses,,5
5000,tenement rooms,,4
5001,tenhour day,ten-hour day,5
5002,tennessee legislature,,2
5003,tenure bill,,5
5004,term negro,,4
5005,territorial league,,2
5006,testimony given,,5
5007,texas branch,,2
5008,texas federation,,2
5009,textile council,,5
5010,textile institute,,4
5011,textile manufacturers,,4
5012,textile mill,,4
5013,theatrical stage employees,,4
5014,thelma ward washington,,1
5015,theological school,,5
5016,third baptist church,,6
5017,thirteenth amendment,,5
5018,thirty hour week,,5
5019,thirtysixth congressional district,thirty-sixth congressional district,2
5020,thorough investigation,,5
5021,three dollars per month,,5
5022,thrift committee,,5
5023,thyra smith,,1
5024,tighter skirts,,4
5025,time cards,,5
5026,tither,,4
5027,toastmistress,,5
5028,tobacco factories,,4
5029,toiling women,,4
5030,tokyo conference,,2
5031,toronto convention,,2
5032,torts bill,,5
5033,total income spent,,5
5034,total mortality,,4
5035,total registration,,5
5036,total suppression,,4
5037,town hall club,,1
5038,trade boards,,4
5039,trade courts,,4
5040,trade practices,,5
5041,trade referendum,,5
5042,trade unions,,5
5043,traditional view,,4
5044,train crew,,4
5045,trained investigators,,5
5046,trained nurse,,4
5047,training camp activities,,4
5048,training class,,5
5049,training colleges,,5
5050,training schools,,5
5051,trainingschools,training-schools,5
5052,transcaucasian woman,,3
5053,transportation act,,5
5054,transportation expert,,5
5055,traveling expenses,,5
5056,treating onehalf,treating one-half,4
5057,treaty action,,4
5058,treaty division,,5
5059,trial board,,5
5060,trolley system,,4
5061,trousers,,4
5062,truant officer,,5
5063,truant officers,,5
5064,true equality,,5
5065,true germanic woman,,3
5066,tsing hua college,,6
5067,tuberculosis among negroes,,4
5068,tuberculosis death rate,,4
5069,tuberculosis per population,,4
5070,tuberculosis reported,,4
5071,tuberculous negroes,,4
5072,tulsas children,,3
5073,turkish women,,3
5074,tuskegee institute,,5
5075,twentieth amendment,,5
5076,two shifts,,5
5077,typesetter,,4
5078,typhoid carrier,,4
5079,typical negro,,4
5080,umbrian school,,5
5081,unalienable rights,,5
5082,unborn generations,,4
5083,unchurched people,,3
5084,unconstitutional,,4
5085,undercover investigation,under-cover investigation,5
5086,undercutting,under-cutting,5
5087,underfed,under-fed,4
5088,underfed families,under-fed families,4
5089,undersigned women,,5
5090,undervalue,under-value,4
5091,unemployed men,,3
5092,unemployed women,,3
5093,unemployment,,4
5094,unemployment benefits,,5
5095,unemployment committee,,5
5096,unemployment due,,5
5097,unemployment insurance,,5
5098,unemployment problem,,5
5099,unemployment reserves,,5
5100,unemployment situation,,4
5101,unenforcable,,4
5102,unequal nationality convention,,5
5103,unequal nationality rights,,5
5104,unequal pay,,4
5105,unfavorable report,,5
5106,unguarded machinery,,4
5107,unhappy conditions,,4
5108,uniform legislation,,5
5109,uniform marriage,,4
5110,uniform standards,,5
5111,unimportant disabilities,,4
5112,union,,5
5113,union femenina,,1
5114,union seminary,,6
5115,union theological seminary,,6
5116,unionized,,5
5117,unit system,,5
5118,united campaign,,5
5119,united effort,,5
5120,united free church,,6
5121,united states brewers association,,4
5122,united states civil service,,5
5123,united states civil service commission,,2
5124,united states customs court,,4
5125,united states delegates,,2
5126,united states employment service,,5
5127,united states fuel administration,united states fuel ad-ministration--,4
5128,united states hygienic laboratories,,4
5129,united states laws,,5
5130,united states patent office,,4
5131,united states pharmacopoeia,,4
5132,united states plenipotentiaries,,4
5133,united states public health service,,5
5134,united states womens bureau,,2
5135,united synagogue,,6
5136,united womens associations,,1
5137,unity among,,5
5138,universal peace,,5
5139,university committee,,5
5140,university faculties,,5
5141,university medical school,,5
5142,university women,,3
5143,unlimited hours,,4
5144,unmarried mothers,,3
5145,unmarried teacher,,4
5146,unmarried women,,4
5147,unmitigated evil,,4
5148,unorganized women,un-organized women,4
5149,unorganized workers,un-organized workers,3
5150,unpaid labor,,4
5151,unqualified protest,,5
5152,unsanitary conditions,,4
5153,unseasonable hours,,4
5154,unselfish devotion,,5
5155,unselfish service,,4
5156,unskilled processes,,4
5157,unspeakable barbarism,,4
5158,unsuitable work,,4
5159,untiring worker,,5
5160,unwomanly,,4
5161,unworthy prejudice,,4
5162,unwritten law,,5
5163,uplift movements,up-lift movements,5
5164,upper income groups,,4
5165,upright character,up-right character,5
5166,used without proper study,,4
5167,uzbek republics,,4
5168,vacation days,,5
5169,vacation schools,,5
5170,vacation time,,5
5171,vacuum cleaner,,5
5172,vagrancy laws,,5
5173,valuable work,,5
5174,vanishing point,,5
5175,vaporings,,5
5176,various fraternities,,4
5177,various laws,,5
5178,various occupations,,5
5179,vegetable garden,,5
5180,vegetable gardens,,5
5181,velocipede,,4
5182,venereal disease,,4
5183,venereal diseases,,4
5184,ventilating system,,5
5185,vested interest,,5
5186,vested right,,5
5187,veteran bayard taylor,,1
5188,vicinity federation,,4
5189,victim,,4
5190,victoria claflin woodhull martin,victoria claflin wood-hull martin,1
5191,vilma glucklich,,1
5192,virginia branch,,2
5193,virginia federation,,2
5194,virginia industrial school,,6
5195,virginia normal,,2
5196,virginia state branch,,2
5197,virginia state federation,,2
5198,visiting strangers,,4
5199,visits per patient,,4
5200,vocation,,4
5201,vocational rehabilitation,,5
5202,vocational work,,5
5203,voice culture,,5
5204,voices,,5
5205,volstead act,,5
5206,voluntary action,,5
5207,voluntary clause,,5
5208,voluntary service,,5
5209,voluntary treason,,4
5210,volunteer effort,,5
5211,volunteer welfare worker,,5
5212,volunteer workers,,5
5213,vote,,5
5214,voted upon,,5
5215,voter,,5
5216,voting age,,5
5217,voting body,,5
5218,voting lists,,5
5219,voting power,,5
5220,voting purposes,,5
5221,voting strength,,5
5222,voting women,,3
5223,wage award system,,4
5224,wage board,,5
5225,wage boards,,5
5226,wage check,,5
5227,wage commission,,5
5228,wage committee,,5
5229,wage committees,,5
5230,wage contract,,5
5231,wage division,,5
5232,wage earner,,5
5233,wage earners,,3
5234,wage law,,5
5235,wage levels,,5
5236,wage question,,4
5237,wage rates,,5
5238,wage scale,,5
5239,wage standards,,5
5240,wageearner,wage-earner,3
5241,wageearning men,wage-earning men,3
5242,wageearning wives,wage-earning wives,3
5243,wageearning woman,wage-earning woman,3
5244,wageearning women,wage-earning women,3
5245,wages paid,,5
5246,waitresses union,,5
5247,wald bill,,5
5248,waldorf market,,4
5249,walk erect,,5
5250,want equal rights,,5
5251,war,,4
5252,war cabinet committee,,4
5253,war camp community service,,5
5254,war department officials,,4
5255,war industries,,4
5256,war jobs,,4
5257,war labor bureau,,4
5258,war manpower commission,war man-power commission,5
5259,war materials,,5
5260,war measure,,5
5261,war nurses,,5
5262,war organizations,,4
5263,war relief,,5
5264,war service committee,,5
5265,ward museum,,5
5266,wartime work,war-time work,5
5267,wash room,,4
5268,washing facilities,,5
5269,washing hands,,5
5270,washing machines,,5
5271,washington bureau,,2
5272,washington conservatory,,6
5273,washington convention,,5
5274,washington headquarters,washington head-quarters,2
5275,washington herald,,2
5276,washington league,,2
5277,washington newspapers,,2
5278,washington permanent headquarters,washington permanent head-quarters,2
5279,washington public schools,,4
5280,washington state branch,,2
5281,waterville sentinel,,2
5282,wayward girls,,4
5283,weaker sex,,4
5284,wear gloves,,5
5285,wearing apparel,,5
5286,weaving room,,5
5287,weekly hours,,5
5288,weekly journal,,2
5289,weekly meetings,,2
5290,weekly sentinel,,2
5291,weekly wages,,5
5292,weeks overtime,weeks over-time,5
5293,welfare,,5
5294,welfare groups,,5
5295,welfare legislation,,5
5296,welfare measure,,5
5297,welfare work,,4
5298,welfare workers,,4
5299,well dressed,w-ell dressed,5
5300,wellordered factory,well-ordered factory,5
5301,wellpaid work,well-paid work,5
5302,western women,,3
5303,whaling expedition,,4
5304,wheatley hospital,,5
5305,whiskey labeling resolutions,,5
5306,white american,,3
5307,white baptist church,,6
5308,white chambermaidwaitresses,white chambermaid-waitresses,4
5309,white children,,3
5310,white children first,,4
5311,white christians,,3
5312,white citizens,,4
5313,white clerk,,4
5314,white domestic workers,,3
5315,white folk,,3
5316,white folks,,3
5317,white girl,,3
5318,white girls,,3
5319,white house conference,,4
5320,white house washington,,4
5321,white labor,,4
5322,white leaders,,3
5323,white list candy,,4
5324,white lists,,4
5325,white male domestic workers,,3
5326,white mans prejudice,,4
5327,white mothers,,4
5328,white passengers,,4
5329,white pulpit,,3
5330,white races,,3
5331,white rock baptist church,,6
5332,white rose home,,5
5333,white rose mission,,5
5334,white schools,,4
5335,white secretaries,,4
5336,white servants,,4
5337,white slave trader,,4
5338,white slave traffic,,4
5339,white soldier,,3
5340,white soldiers,,4
5341,white womens clubs,,1
5342,white workers,,3
5343,whitecollar jobs,white-collar jobs,4
5344,whiteness,,4
5345,whites,,3
5346,whittier centre,,2
5347,whole industry,,5
5348,wholehearted aid,whole-hearted aid,5
5349,wholesale bakers association,,5
5350,wholesale market,,4
5351,wholesome condition,,5
5352,widow,,3
5353,widows pensions,,5
5354,widows right,,5
5355,wife house bill,,5
5356,wife working,,5
5357,wifehood,wife-hood,4
5358,wifes earnings,,4
5359,wifes income,,5
5360,wifes interest,,5
5361,wifes name,,5
5362,wifes ownership,,5
5363,wifes right,,5
5364,wifes rights,,5
5365,wifes salary,,5
5366,wifes services,,4
5367,wilberforce college,wilber-force college,6
5368,wilberforce university,wilber-force university,6
5369,wild women,,4
5370,william alphaeus hunton,,1
5371,williams act,,5
5372,williams lloyd garrison,,1
5373,willie layten,,1
5374,willing workers club,,1
5375,windows open,,5
5376,wisconsin branch,,2
5377,wisconsin policy,,4
5378,wisconsin quota consumers league,,1
5379,wisconsin state branch,,2
5380,wisconsin state federation,,2
5381,witch,,4
5382,without prejudice,,5
5383,without thorough investigation,,5
5384,woke,,4
5385,woman artist,,3
5386,woman barristers,,3
5387,woman beethoven,,5
5388,woman captain,,4
5389,woman cashier,,3
5390,woman chairman,woman chair-man,2
5391,woman chooses,,5
5392,woman citizen,,5
5393,woman citizens,,3
5394,woman delegate,,5
5395,woman doctor,,3
5396,woman factory worker,,4
5397,woman governor,,5
5398,woman intern,,3
5399,woman inventor,,5
5400,woman juror,,5
5401,woman juror bill,,5
5402,woman lawyer,,3
5403,woman litigant,,4
5404,woman member,,5
5405,woman movement,,5
5406,woman organizer,,5
5407,woman pathologist,,5
5408,woman patriot publishing company,,2
5409,woman physician,,5
5410,woman president,,5
5411,woman question,,5
5412,woman republican,,5
5413,woman school teacher,,3
5414,woman shakespeare,,5
5415,woman striker,,5
5416,woman student,,3
5417,woman suffrage,,5
5418,woman suffrage movement,,5
5419,woman teacher,,4
5420,woman wage earner,,4
5421,woman workers,,3
5422,womans amendment,,5
5423,womans auxiliary,,5
5424,womans bar association,,1
5425,womans bill,,5
5426,womans board,,5
5427,womans body,,4
5428,womans bureau,,5
5429,womans bureau report,,5
5430,womans cause,,5
5431,womans city council,,2
5432,womans college,,5
5433,womans committee,,5
5434,womans consultative committee,,5
5435,womans convention,,5
5436,womans convention auxiliary,,2
5437,womans division,,5
5438,womans emancipation,,5
5439,womans equal rights amendment,,5
5440,womans era,,2
5441,womans freedom,,5
5442,womans freedom league,,1
5443,womans improvement club,womans im-provement club,1
5444,womans instinct,,5
5445,womans international league,womans inter-national league,1
5446,womans journal,,2
5447,womans labor,,5
5448,womans legislative council,,5
5449,womans liberty,,5
5450,womans loyal union,,1
5451,womans medical college,,5
5452,womans medical school,,5
5453,womans missionary council,,1
5454,womans movement,,5
5455,womans national loyal league,,1
5456,womans nationality,,4
5457,womans page,,5
5458,womans parliament,,5
5459,womans party bill,,5
5460,womans party bills,,5
5461,womans party campaign,,5
5462,womans party candidates,,2
5463,womans party committee,,2
5464,womans party delegates,,2
5465,womans party delegation,,2
5466,womans party headquarters,womans party head-quarters,2
5467,womans party leaders,,5
5468,womans party members,,5
5469,womans party program,,2
5470,womans party speakers,,2
5471,womans partys program,,2
5472,womans partys work,,2
5473,womans pavilion,,5
5474,womans peace union,,1
5475,womans physical structure,,4
5476,womans place,,4
5477,womans progressive club,,1
5478,womans right,,5
5479,womans rights,,5
5480,womans rights movement,,5
5481,womans society,,5
5482,womans subjection,,4
5483,womans suffrage,,5
5484,womans ten hour law,,5
5485,womans theatre,,5
5486,womans trade union league,,1
5487,womans vote,,5
5488,womans weekly,,2
5489,womans work,,5
5490,women address,,5
5491,women appointed,,5
5492,women bill,,5
5493,women candidates,,5
5494,women citizens,,3
5495,women civil servants,,5
5496,women clerks,,3
5497,women college graduates,,3
5498,women college students,,3
5499,women complete equality,,5
5500,women composing,,5
5501,women cooks,,3
5502,women coremakers,women core-makers,3
5503,women correspondents,,3
5504,women customers,,4
5505,women defendant,,4
5506,women delegates,,5
5507,women doctors,,3
5508,women drivers,,3
5509,women educators,,5
5510,women elevator operators,,3
5511,women employed,,5
5512,women employees,,3
5513,women employes,,3
5514,women employing industries,,4
5515,women engaged,,3
5516,women engineers,,3
5517,women equal,,5
5518,women equal guardianship,,5
5519,women equal rights,,5
5520,women equally,,5
5521,women farmers,,3
5522,women gainfully employed,,5
5523,women government clerks,,3
5524,women graduates,,3
5525,women house painters,,4
5526,women inmates,,3
5527,women internationally,,4
5528,women interns,,4
5529,women job holders,,3
5530,women jockeys,,3
5531,women judges,,5
5532,women jurors,,3
5533,women jurors bill,,5
5534,women laundry workers,,4
5535,women lawyers association,,5
5536,women leaders,,5
5537,women lecturers,,3
5538,women made candles,,5
5539,women magistrates,,5
5540,women managers,,3
5541,women marched,,5
5542,women medical officers,,4
5543,women medical students,,3
5544,women ministers,,3
5545,women offenders,,3
5546,women pharmacists,,3
5547,women physicians,,3
5548,women plenipotentiaries,,4
5549,women police,,3
5550,women principals,,5
5551,women propertyowners,women property-owners,3
5552,women realtors,,3
5553,women records,,5
5554,women replace men,,5
5555,women sculptors,,3
5556,women serve,,5
5557,women serving,,5
5558,women sheriffs,,5
5559,women stenographers,,4
5560,women street car conductors,,3
5561,women students,,3
5562,women studied,,5
5563,women suffering,,4
5564,women suffrage,,5
5565,women teachers,,3
5566,women telephone operators,,3
5567,women today,women to-day,5
5568,women underbid men,,4
5569,women undergraduates,,3
5570,women veterans,,3
5571,women voting,,5
5572,women wage earners,,3
5573,women wageearners,women wage-earners,3
5574,women wanted,,4
5575,women worked,,5
5576,women workers,,3
5577,women working,,5
5578,womenonjuries bill,women-on-juries bill,5
5579,womens activities,,5
5580,womens advertising club,,1
5581,womens arts,,5
5582,womens bar association,,5
5583,womens bloc,,5
5584,womens bodies,,5
5585,womens bureau,,5
5586,womens clubs bulletin,,2
5587,womens college university,,99
5588,womens committee,,5
5589,womens consultative committee,,5
5590,womens convention auxiliary,,2
5591,womens dresses,,4
5592,womens education,,5
5593,womens eligibility,,4
5594,womens employment,,5
5595,womens enfranchisement association,,1
5596,womens equal rights bill,,5
5597,womens era club,,1
5598,womens exchange,,5
5599,womens franchise union,,1
5600,womens freedom,,5
5601,womens front,,5
5602,womens garments,,4
5603,womens health,,4
5604,womens industrial,,4
5605,womens industrial organizations,,5
5606,womens interests,,5
5607,womens international organizations,womens inter-national organizations,5
5608,womens joint congresional committee,,1
5609,womens joint congressional committee,,1
5610,womens joint legislative committee,,5
5611,womens labor union,,1
5612,womens league,,1
5613,womens missionary council,,5
5614,womens morals,,5
5615,womens movement,,5
5616,womens movements,,5
5617,womens nationality,,5
5618,womens nationality rights,,5
5619,womens nightwork,womens night-work,4
5620,womens nonpartisan clubs,womens non-partisan clubs,1
5621,womens parliament,,5
5622,womens participation,,5
5623,womens place,,5
5624,womens prisons,,4
5625,womens professional relations,,5
5626,womens resolution,,5
5627,womens rights,,5
5628,womens section,,5
5629,womens sections,,5
5630,womens service,,4
5631,womens side,,5
5632,womens skirts,,4
5633,womens societies,,5
5634,womens suffrage,,5
5635,womens town,,5
5636,womens trade union,,99
5637,womens vote,,5
5638,womens wages,,5
5639,womens weakness,,4
5640,womens work,,5
5641,womens working,,5
5642,wool institute,,4
5643,worcester league,,2
5644,word campaign,,5
5645,work among colored girls,,4
5646,work among colored men,,5
5647,work among colored women,,5
5648,work assigned,,5
5649,work assignment,,5
5650,work hours,,4
5651,work nights,,5
